df32385fb5de00527eef5a21b4f4efa0 412090 Pipistrellus hanaki Mammalia https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/339/955/GCF_964339955.1_mPipHan1.5/GCF_964339955.1_mPipHan1.5_genomic.gff.gz https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/339/955/GCF_964339955.1_mPipHan1.5/GCF_964339955.1_mPipHan1.5_genomic.fna.gz
629291e13532c4ac7befb6668525a02d 1706337 Neophocaena asiaeorientalis asiaeorientalis Mammalia https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/031/525/GCF_003031525.2_Neophocaena_asiaeorientalis_V1.1/GCF_003031525.2_Neophocaena_asiaeorientalis_V1.1_genomic.gff.gz https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/031/525/GCF_003031525.2_Neophocaena_asiaeorientalis_V1.1/GCF_003031525.2_Neophocaena_asiaeorientalis_V1.1_genomic.fna.gz
8c642649c923d7b1cf5daad22866df73 9823 Sus scrofa Mammalia https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/025/GCA_000003025.7_T2T-Sscrofa/GCA_000003025.7_T2T-Sscrofa_genomic.gff.gz https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/025/GCA_000003025.7_T2T-Sscrofa/GCA_000003025.7_T2T-Sscrofa_genomic.fna.gz
ac68648b2684e5ad1e22ca9d91f2bfad 1552295 Molossus alvarezi Mammalia https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/157/525/GCA_037157525.1_mMolAlv2.hap1/GCA_037157525.1_mMolAlv2.hap1_genomic.gff.gz https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/157/525/GCA_037157525.1_mMolAlv2.hap1/GCA_037157525.1_mMolAlv2.hap1_genomic.fna.gz
7231dd7b998b825548a195b32d55f5db 124745 Corynorhinus townsendii Mammalia https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/230/055/GCA_026230055.2_mCorTow1.1.hap1/GCA_026230055.2_mCorTow1.1.hap1_genomic.gff.gz https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/230/055/GCA_026230055.2_mCorTow1.1.hap1/GCA_026230055.2_mCorTow1.1.hap1_genomic.fna.gz
234c92e9e5b2377082f29feb6887df37 51014 Artibeus intermedius Mammalia https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/363/145/GCA_038363145.1_mArtInt1.hap1/GCA_038363145.1_mArtInt1.hap1_genomic.gff.gz https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/363/145/GCA_038363145.1_mArtInt1.hap1/GCA_038363145.1_mArtInt1.hap1_genomic.fna.gz
b63032437eb86699fb1eb9e2a0590790 10089 Mus caroli Mammalia https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/094/665/GCF_900094665.2_CAROLI_EIJ_v1.1/GCF_900094665.2_CAROLI_EIJ_v1.1_genomic.gff.gz https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/094/665/GCF_900094665.2_CAROLI_EIJ_v1.1/GCF_900094665.2_CAROLI_EIJ_v1.1_genomic.fna.gz
1b09680e0be1db471cbff8960213c282 59477 Rhinolophus affinis Mammalia https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/728/065/GCA_043728065.1_ASM4372806v1/GCA_043728065.1_ASM4372806v1_genomic.gff.gz https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/728/065/GCA_043728065.1_ASM4372806v1/GCA_043728065.1_ASM4372806v1_genomic.fna.gz
e84833a9d5a3a869eaa34e446eaf2620 188568 Aselliscus stoliczkanus Mammalia https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/727/835/GCA_043727835.1_ASM4372783v1/GCA_043727835.1_ASM4372783v1_genomic.gff.gz https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/727/835/GCA_043727835.1_ASM4372783v1/GCA_043727835.1_ASM4372783v1_genomic.fna.gz
9787df6987e9d248ef4ed63c0580faa2 52113 Mesoplodon mirus Mammalia https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/341/445/GCF_964341445.1_mMesMir1.hap1.1/GCF_964341445.1_mMesMir1.hap1.1_genomic.gff.gz https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/341/445/GCF_964341445.1_mMesMir1.hap1.1/GCF_964341445.1_mMesMir1.hap1.1_genomic.fna.gz
